STUDY_ID,MIN_SAMPLE,REALM,CLIMATE,HABITAT,PROTECTED_AREA,AREA,BIOME_MAP,TAXA,ORGANISMS,TITLE,AB_BIO,DATA_POINTS,START_YEAR,END_YEAR,CENT_LAT,CENT_LONG,NUMBER_OF_SPECIES,NUMBER_OF_SAMPLES,NUMBER_LAT_LONG,TOTAL,GRAIN_SQ_KM,AREA_SQ_KM,DATE_STUDY_ADDED,ABUNDANCE_TYPE,BIOMASS_TYPE,SAMPLE_DESC_NAME
287,1,Marine,Temperate,Pelagic / Bottom waters,FALSE,38348,Temperate shelf and seas ecoregions,Fish,fish & marine invertebrates,Maine Department of Marine Resources Inshore Trawl Survey 2000?2009 (OBIS-USA),A,9,2001,2009,43.856176,-68.983682,82,493,493,828,0,38348.01526,Mar-16,Count,NA,lat_long_country_ocean_sampleSize_depth_date
288,1,Marine,Temperate,Pelagic / Bottom waters,FALSE,850424,Temperate shelf and seas ecoregions,Fish,Fish,DFO Maritimes Research Vessel Trawl Surveys Fish Observations (OBIS Canada),A,34,1970,2006,43.977389,-63.682015,195,6774,6474,19074,0,850424.1638,Mar-16,Count,NA,lat_long_country_ocean_locality_depth_date
289,1,Marine,Temperate,Pelagic / Bottom waters,FALSE,655686,Temperate shelf and seas ecoregions,Fish,Fish,DFO Maritimes Research Vessel Trawl Surveys Fish Observations (OBIS Canada),B,14,1995,2010,43.984379,-63.348474,68,189,189,452,0,655686.4158,Mar-16,NA,Weight,lat_long_country_ocean_locality_depth_date
290,8,Marine,Temperate/Tropical,Multiple marine habitats - coastal Australia,FALSE,12097600,Multiple ecoregions,Fish,fish,CSIRO Marine Data Warehouse (OBIS Australia),AB,12,1978,1995,-25.812976,135.277583,915,2109,1728,25494,0,12097636.68,Mar-16,Count,Weight,lat_long_survey_depth_bottomDepth_minDepth_maxDepth_date
291,2,Marine,Temperate/Tropical,Multiple marine habitats - coastal Australia,FALSE,11314700,Multiple ecoregions,Fish,fish,CSIRO Marine Data Warehouse (OBIS Australia),A,12,1978,1990,-25.525502,134.797825,734,1497,1427,22998,0,11314675.01,Mar-16,Presence/Absence,NA,lat_long_survey_depth_bottomDepth_minDepth_maxDepth_date
292,1,Marine,Temperate/Tropical,Multiple marine habitats - coastal Australia,FALSE,12648600,Multiple ecoregions,Fish,fish,CSIRO Marine Data Warehouse (OBIS Australia),A,11,1978,1995,-25.212197,135.825419,837,2118,1728,16966,0,12648600.07,Mar-16,Count,NA,lat_long_survey_depth_bottomDepth_minDepth_maxDepth_date
293,3,Terrestrial,Temperate,terrestrial,FALSE,6.47E-06,Temperate broadleaf and mixed forests,Terrestrial plants,grasses legumes and other plant species,Rothamsted Parkgrass Experiment,B,24,1858,1976,51.809568,-0.356322,36,111,1,1124,0.001,6.50E-06,Apr-16,NA,Relative biomass,lat_long_plotID_year
294,4,Terrestrial,Tropical,National park,TRUE,4.29E-06,Tropical and subtropical moist broadleaf forests,Terrestrial invertebrates,butterflies,Tam Dao Butterfly communities,A,8,2003,2013,21.0833,105.1,277,45,1,8356,0.7,0.7,May-16,Count,NA,lat_long_plotID_year
295,2,Marine,Temperate,Coastal habitats,FALSE,572747,Temperate shelf and seas ecoregions,Fish,reef fish,Systematic global assessment of reef fish communities by the Reef Life Survey program,AB,9,2008,2016,-33.051303,139.183766,450,1078,127,25469,5.00E-04,572747.0391,May-16,Count,Weight,lat_long_date_site_plot
296,2,Marine,Temperate,Coastal habitats,FALSE,572747,Temperate shelf and seas ecoregions,Marine invertebrates,invertebrates and some cryptic fish,Systematic global assessment of reef fish communities by the Reef Life Survey program,A,9,2008,2016,-33.051303,139.183766,412,1077,127,10092,1.00E-04,572747.0391,May-16,Count,NA,lat_long_date_site_plot
297,94,Marine,Tropical,Coral reef,FALSE,134.109,Tropical coral,Marine invertebrates,invertebrate herbivores and corallivores on Moorea coral reefs,MCR LTERCoral Reef Long-term Population and Community Dynamics Other Benthic Invertebrates. ongoing since 2005,A,11,2005,2015,-17.524634,-149.837295,13,1825,6,2734,0,134.1094637,May-16,Count,NA,site_date_transect_quadrat
298,194,Terrestrial,Temperate,mixed grass praire,FALSE,5.13E-06,"Temperate grasslands, savannas and shrublands",Terrestrial plants,herbaceous plants,Long-term mapped quadrats from Kansas prairie demographic information for herbaceaous plants,B,56,1903,1972,38.8,-99.3,146,147201,1,147201,1.00E-06,5.10E-06,May-16,NA,Cover,x_y_year_plot
299,1,Terrestrial,Temperate,Island,FALSE,5.45E-06,"Mediterranean forests, woodlands and scrubs",Terrestrial invertebrates,butterflies,Elba Island Butterflies,A,6,1898,1998,42.77,10.3,54,6,1,224,0,224,May-16,Presence/Absence,NA,lat_long_location_year
300,183,Terrestrial,Temperate,Biological Station,FALSE,5.53999,Temperate broadleaf and mixed forests,Terrestrial invertebrates,insects,Insect Populations via Sticky Traps at KBS-LTER (Kellogg Biological Station. MI),A,25,1989,2013,42.408852,-85.383181,21,5888,255,47798,0,5.5399885,May-16,Count,NA,lat_long_treat_replicate_station_year
301,,Terrestrial,Temperate,Tallgrass prairie,TRUE,0.4841,"Temperate grasslands, savannas and shrublands",Terrestrial invertebrates,Acrididae (grasshoppers),Konza grasshoppers CGR022,A,31,1984,2018,39.0786,-96.557,33,128,1,903,0.4841,4.00E-09,Jun-21,Count,NA,lat_long_watershed_replicateSite_date
302,256,Terrestrial,Tropical,Semi deciduous forest,TRUE,4.33E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,Patterns and processes affecting the dynamics and structure of seasonally semideciduous forests in SE Brazil(Padroes e processos que influenciam a dinamica e a estrutura das Florestas Estacionais Semideciduais SE Brasil),A,3,2002,2011,-22.379,-49.6803,151,768,1,12412,0.1024,0.32,May-16,Count,NA,year_parkNumber
303,50,Terrestrial,Temperate/Tropical,Montane Araucaria Forest,FALSE,1.31094,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,The influence of environmental variables on tree species component dynamics in a montane forest fragment in Lages SC Brazil Influencia de variaveis ambientais na dinamica do componente arboreo em um fragmento de Floresta Ombrofila Mista em Lages SC,A,3,2008,2016,-27.859716,-50.194287,92,150,50,2529,2.00E-04,0.01,May-16,Count,NA,year_parkNumber
304,63,Terrestrial,Temperate,Fynbos vegetation and wetland dune thicket,TRUE,93.4581,"Mediterranean forests, woodlands and scrubs",Terrestrial plants,Seasonally apparent vascular plants (i.e. annuals and seasonally apparent geophytes have been exclud,Cape of Good Hope Permanent Plots,A,2,1966,1996,-34.27063,18.423828,418,126,63,4834,5.00E-05,93.4581361,May-16,Count,NA,year_plot
305,1,Terrestrial,Temperate,Appalachian mountains,FALSE,4.88E-06,Temperate broadleaf and mixed forests,Amphibians,salamanders,Population estimates of Appalachian salamanders. Coweeta LTER,A,15,1976,1990,35,-83.5,4,15,1,60,0,4.90E-06,May-16,Count,NA,lat_long_location_year
306,1,Freshwater,Temperate,Ponds,FALSE,5.42E-06,Small lake ecosystems,Reptiles,turtles,Edwin S. George Reserve Turtles. The Global Population Dynamics Database Version 2,A,16,1975,1992,42.457,-83.946,3,16,1,46,0,5.40E-06,May-16,Count,NA,lat_long_location_year
307,49,Terrestrial,Temperate,Seed bank,FALSE,5.42E-06,Temperate broadleaf and mixed forests,Terrestrial plants,seeds,Kellogg LTER seed bank,A,3,1993,2002,42.40885,-85.38318,83,405,1,2084,0,5.40E-06,May-16,Count,NA,station_treat_replicate_depth_cores_sampDiv_surfaceArea_RF_date
308,582,Terrestrial,Temperate,Woodland,FALSE,5.23E-06,Temperate broadleaf and mixed forests,Mammals,small mammals,Powdermill Nature Reserve monitored small mammal populations from 1979-1999.,AB,21,1979,1999,40.170741,-79.260178,14,30243,1,35398,0.001,5.20E-06,May-16,Count,Weight,site_date
309,28,Terrestrial,Temperate,Mixed habitats,TRUE,558963,Temperate broadleaf and mixed forests,Terrestrial invertebrates,Butterflies,Monitoring the Abundance of Butterflies 1976-1985,A,10,1976,1985,53.132177,-2.177679,44,357,35,5694,2.50E-05,558962.8383,May-16,Count,NA,year_plot
310,7,Marine,Temperate/Tropical,Oceanic waters,FALSE,208608000,Multiple ecoregions,Marine invertebrates,Microplankton,Marine microplankton diversity database,A,11,1992,2002,12.696601,-29.903677,576,1038,293,37524,0,208608451.6,May-16,Density,NA,year_plot
311,12,Terrestrial,Temperate,Tallgrass prairie,FALSE,5.15E-06,"Temperate grasslands, savannas and shrublands",Mammals,Small mammals,Seasonal summary of numbers of small mammals on 14 LTER traplines in prairie habitats at Konza Prairie,A,33,1981,2013,39.083333,-96.583333,15,847,1,2458,0.06,5.20E-06,May-16,Count,NA,year_season_watershed_line
312,1,Terrestrial,Tropical,African savanna,TRUE,4.01E-06,"Tropical and subtropical grasslands, savannas and shrublands",Mammals,Large herbivores,Stability in a Multi-Species Assemblage of Large Herbivores in East Africa,A,9,1959,1984,3.5,35.75,13,9,1,117,100,100,May-16,Count,NA,year
313,75,Terrestrial,Temperate,Savanna/ Tallgrass prairie,FALSE,5.70E-06,Temperate broadleaf and mixed forests,Terrestrial invertebrates,Grasshoppers,Successional Dynamics on a Resampled Chronosequence Core Old Field Grasshopper Sampling,A,18,1989,2006,45.4,-93.2,61,1409,1,7958,2.00E-06,5.70E-06,May-16,Count,NA,field_year_month
314,28,Terrestrial,Temperate,Savanna/ Tallgrass prairie,FALSE,5.70E-06,Temperate broadleaf and mixed forests,Mammals,Small mammals,Successional Dynamics on a Resampled Chronosequence Small mammal abundance,A,3,1983,1985,45.4,-93.2,6,110,1,118,0,5.70E-06,May-16,Count,NA,field_transect_date
315,353,Terrestrial,Temperate,Desert/ Grassland,FALSE,4.75E-06,Deserts and xeric shrublands,Terrestrial invertebrates,Grasshoppers,Jornada Grasshopper Data,A,3,1983,1985,32.62,-106.74,40,1395,1,3027,9.00E-04,10,May-16,Count,NA,date_plot_transect_quadrat
316,64,Terrestrial,Temperate,Desert/ Grassland,FALSE,4.75E-06,Deserts and xeric shrublands,Reptiles,Lizards,Lizard pitfall trap data (LTER-II LTER-III),AB,18,1989,2006,32.62,-106.74,21,2620,1,2650,9.00E-04,190,May-16,Count,Weight,date_zone_site_plot_pit
317,1,Terrestrial,Temperate,Mangrove,FALSE,273.798,Flooded grasslands and savannas,Terrestrial plants,Mangrove trees,Mangrove Forest Growth from the Shark River Slough Everglades National Park (FCE) South Florida from January 1995 to Present,A,9,1995,2005,25.336,-80.855667,4,33,4,93,4.00E-04,1444.47,May-16,Count,NA,date_site_plot
318,1,Terrestrial,Temperate,Savanna/ Grassland,TRUE,4.73E-06,Deserts and xeric shrublands,All,Herbivores carnivores and eagles,Karoo National Park Census Data,A,13,1994,2009,-32.23333,22.283333,25,13,1,229,0,4.70E-06,May-16,Count,NA,year
319,1,Terrestrial,Temperate,Tallgrass prairie,FALSE,5.03E-06,"Temperate grasslands, savannas and shrublands",All,Herpetofauna,Effects of rangeland management on community dynamics of herpetofauna to the tallgrass prairie,A,14,1989,2003,37.25,-96.71666,35,14,1,232,0.008,6.5,May-16,Count,NA,year
321,319,Terrestrial,Temperate,Shrubland,FALSE,9.99918,Deserts and xeric shrublands,Mammals,small mammals,Small Mammal Exclosure Study. Jornada LTER.  SMES rodent trapping data,AB,13,1995,2007,32.550335,-106.811564,19,11757,766,12787,0.5,9.9991855,May-16,Count,Weight,web_trap_date
322,100,Terrestrial,Tropical,Semi deciduous forest,TRUE,4.34E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,Forest destructuring as revealed by the temporal dynamics of fundamental species - Case study of Santa Genebra Forest in Brazil,A,4,1983,2004,-22.825,-47.1058,132,400,1,789,1.00E-04,0.01,May-16,Count,NA,year_plot
323,4,Terrestrial,Tropical,Subtropical wet forest,FALSE,4.21E-06,Tropical and subtropical moist broadleaf forests,Reptiles,Lizards,The Response of Anolis Lizards to Hurricane-Induced Habitat Changes in a Puerto Rican Rain Forest.,A,4,1989,1992,18.3176,-65.7824,4,18,1,54,0,4.20E-06,May-16,Count,NA,date_transect
324,11,Terrestrial,Tropical,Semi deciduous forest,TRUE,4.16E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Saplings,Temporal evaluation of natural regeneration in a semi-deciduous forest in Pirenopolis. Goias. Brazil,A,5,2003,2007,-15.822694,-48.994368,60,65,1,237,1.60E-05,4.20E-06,May-16,Count,NA,year_plot
325,15,Terrestrial,Tropical,Semi deciduous forest,TRUE,4.16E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Small trees,Temporal evaluation of natural regeneration in a semi-deciduous forest in Pirenopolis. Goias. Brazil,A,5,2003,2007,-15.822694,-48.994368,91,79,1,727,4.00E-04,4.20E-06,May-16,Count,NA,year_plot
326,16,Terrestrial,Tropical,Semi deciduous forest,TRUE,4.16E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Temporal evaluation of natural regeneration in a semi-deciduous forest in Pirenopolis. Goias. Brazil,A,2,2003,2007,-15.822694,-48.994368,140,32,1,1591,4.00E-04,4.20E-06,May-16,Count,NA,year_plot
327,1491,Terrestrial,Temperate,semiarid thorn scrub,TRUE,4.65E-06,"Mediterranean forests, woodlands and scrubs",Mammals,Small mammals,Fray Jorge Small Mammals 1989-2005,AB,17,1989,2005,-30.6,-71.7,12,171843,1,256469,0.000225,2,Jun-16,Count,Weight,gridRow_col_date
328,1,Freshwater,Temperate,mixed hardwood-pine wetland,TRUE,4.73E-06,Small river ecosystems,Amphibians,Amphibians,The Rainbow Bay Long-term Study,A,30,1979,2008,32.26,-81.63,10,30,1,301,0.01,4.70E-06,Jun-16,Count,NA,year
329,8,Terrestrial,Tropical,Old-growth wet evergreen Dipterocarp forest,TRUE,4.10E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,Twenty years tree demography in an undisturbed Dipterocarp permanent sample plot at Uppangala Western Ghats of India,A,6,1990,2010,12.5375,75.662778,102,48,1,2397,0,0.0507,Jun-16,Count,NA,year
330,1,Marine,Temperate/Tropical,Multiple marine habitats - coastal Australia,FALSE,22004200,Multiple ecoregions,Marine invertebrates,ZooplanKton,Over 75 years of zooplankton data from Australia,A,49,1938,2014,-23.830553,136.449216,639,4179,2277,80764,0,22004244.77,Jun-16,Density,NA,PID_lat_long_year_month_day_waterDepthM
331,95,Terrestrial,Temperate,Conifer forest,FALSE,53281.2,Temperate broadleaf and mixed forests,Terrestrial plants,Plants,Vegetation Data - post harvest,A,6,1998,2009,45.386112,-122.353866,48,2397,1003,33443,0.13,53281.19624,Jun-16,Count,NA,lat_long_date_plot
332,5,Freshwater,Temperate,Mountain stream,FALSE,4.89E-06,Small river ecosystems,Fish,Stream fish,Stream Fish Assemblage stability in a southern Appalachian stream (Coweeta Hydro Lab 1984 - 1995),A,12,1984,1995,35.0589,-83.4319,14,112,1,590,3.00E-06,4.90E-06,Jun-16,Count,NA,lat_long_date
333,11,Terrestrial,Temperate,Tallgrass prairie gallery forest and riparian edge,TRUE,5.15E-06,"Temperate grasslands, savannas and shrublands",Birds,birds,Weekly record of bird species observed on Konza Prairie,A,29,1981,2009,39.083333,-96.58333,132,903,1,9261,0,5.20E-06,Jun-16,Presence/Absence,NA,lat_long_date_plot
334,40,Terrestrial,Polar,moist acidic tussock tundra,TRUE,1.10E-05,Tundra,Terrestrial plants,plants,Above ground plant biomass in a mesic acidic tussock tundra experimental site from 1982 to 20000 Toolik lake Alaska,B,6,1982,2000,68.629636,-149.575656,40,608,1,14003,4.00E-07,1.10E-05,Jun-16,NA,Weight,lat_long_date_treat_depth_sample
335,1,Freshwater,Temperate,pool riffle upland-lowland,TRUE,5.19E-06,Small river ecosystems,Fish,fish,Stochasticity in structural and functional characteristics of an Indiana stream fish assemblage  a test of community theory,A,12,1962,1974,39.5622,-87.40389,62,27,1,588,0,5.20E-06,Jun-16,Count,NA,lat_long_date
336,24,Terrestrial,Temperate,upper elevation desert,TRUE,4.71E-06,Deserts and xeric shrublands,Terrestrial plants,plants,Long term monitoring and experimental manipulation of a Chihuahuan Desert ecosystem near Portal Arizona,A,14,1989,2002,31.938889,-109.0797,100,611,1,35978,5.00E-04,4.70E-06,Jun-16,Count,NA,lat_long_year_elev_plot_season
337,1,Terrestrial,Temperate,upper montane forests above 2700 feet in the North,FALSE,5.58E-06,Temperate broadleaf and mixed forests,Birds,Birds,Mountain Birdwatch ,A,11,2000,2010,44.25,-72.1875,87,45,1,763,0,15259,Aug-16,Presence/Absence,NA,lat_long_date_depth
338,2,Marine,Temperate,rocky intertidal tidepools ,TRUE,5.08E-06,Temperate shelf and seas ecoregions,Fish,Fish,Dynamics and Organization of a Rocky Intertidal Fish Assemblage,A,3,1979,1981,38,-123,29,13,1,203,0.51,5.10E-06,Aug-16,Count,NA,lat_long_day_month_year_tidaLevel
339,1,Terrestrial,Temperate,Forest,FALSE,7.10E-06,Temperate broadleaf and mixed forests,Birds,birds,Species trends turnover and composition of a woodland bird community in southern Sweden during a period of 57 years.,A,57,1953,2009,55.71667,13.33333,39,57,1,1210,0,7.10E-06,Aug-16,Count,NA,lat_long_year
340,3,Terrestrial,Temperate,creosotebush site and grassland site,TRUE,4.84E-06,Deserts and xeric shrublands,Terrestrial plants,Plants,Small Mammal Exclosure Study (SMES) Vegetation Data from the Chihuahuan Desert,A,15,1995,2009,34.296,-106.9267,93,128,1,1608,1.00E-07,4.80E-06,Aug-16,Count,NA,lat_long_day_month_year_elevation_site_block
341,34,Terrestrial,Temperate/Tropical,Mixed,TRUE,16464.5,Tropical and subtropical moist broadleaf forests,Amphibians,Anura,Brazil Dataset 1,A,3,2014,2016,-24.034938,-47.02509,73,111,41,2009,0,16464.50995,Aug-16,Count,NA,year_plot
342,1,Terrestrial,Tropical,Seasonal semideciduous forest,TRUE,4.34E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Brazil Dataset 2,A,3,1992,2010,-22.7011,-50.5172,69,3,1,184,0.003,4.30E-06,Aug-16,Count,NA,year_plot
343,2,Terrestrial,Tropical,Seasonal semideciduous forest,TRUE,0.00137061,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,Brazil Dataset 3,A,2,1992,2009,-22.02335,-49.9178,84,4,2,180,0.0015,0.0013706,Aug-16,Count,NA,year_plot
344,1,Terrestrial,Tropical,Cerrado biome. riparian forest,TRUE,4.33E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Brazil Dataset 4,A,2,1992,2004,-22.5972,-50.3689,65,2,1,118,0.003,4.30E-06,Aug-16,Count,NA,year_plot
345,1,Terrestrial,Tropical,Cerrado biome. riparian forest,TRUE,4.33E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Brazil Dataset 5,A,2,1993,2005,-22.6089,-50.3953,48,2,1,84,0.002,4.30E-06,Aug-16,Count,NA,year_plot
346,256,Terrestrial,Tropical,Cerrado biome. riparian forest,TRUE,4.33E-06,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees,Monitoring experiences at the Atlantic rainforest biome using permanent plots.,A,3,2002,2011,-22.593,-50.3786,131,768,1,16900,0.1,0.1,Aug-16,Count,NA,year_plot
347,10,Marine,Tropical,Estuary,TRUE,47.5533,Tropical seas,Marine invertebrates,Zooplankton,Zooplankton community of the Vitoria Bay estuarine system (southeastern Brazil). Characterization during a three-year study,A,3,1998,2000,-20.288802,-40.323011,64,30,10,2074,0,47.5533191,Aug-16,Count,NA,year_plot
348,1,Terrestrial,Temperate/Tropical,Restinga,FALSE,0.0126634,Tropical and subtropical moist broadleaf forests,Mammals,Bat,Bats (Mammalia Chiroptera) in restinga in the municipality of Jaguaruna south of Santa Catarina Brazil. ,AB,10,2006,2016,-28.6089,-48.98125,13,16,2,177,0,0.0126637,Aug-16,Count,Weight,year_plot
349,3,Marine,Temperate,Abyssal plain,FALSE,1426.1,Temperate shelf and seas ecoregions,Benthos,Polychaeta,St. M polychaete species time-series,AB,10,1991,2011,34.91799,-123.025626,141,89,21,1730,8.26E-08,1250,Aug-16,Count,Weight,deployment_chamber_date
350,1,Marine,Temperate,Abyssal plain,FALSE,6.10E-06,Temperate shelf and seas ecoregions,Benthos,Epibenthic megafauna,Megafauna PAP time series,AB,12,1989,2011,49,-16.5,50,15,1,563,0.01,500,Aug-16,Density,Weight,year_month
351,1,Marine,Temperate,Abyssal plain,FALSE,4.87E-06,Temperate shelf and seas ecoregions,Benthos,Echinodermata,Megafauna Sta M time series,AB,13,1989,2004,34.833333,-123,10,37,1,350,0,4.90E-06,Aug-16,Density,Weight,year_month
352,30,Terrestrial,Tropical,Tropical flooded forest,TRUE,4.00E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,Flooded forest plot sampling in Peru,A,4,1999,2002,-2,-75,98,120,1,906,2.50E-05,4.00E-06,Aug-16,Count,NA,year_plot
353,1,Terrestrial,Tropical,Pluvial premontane forest,TRUE,4.00E-06,Tropical and subtropical moist broadleaf forests,Terrestrial plants,Trees,La Planada Forest Dynamics Plots,A,2,1997,2003,1.1558,-77.9935,180,2,1,345,0.25,4.00E-06,Aug-16,Count,NA,year
354,8,Marine,Temperate/Tropical,Multiple marine habitats - coastal Australia,FALSE,55061600,Multiple ecoregions,Marine plants,Phytoplankton,A database of marine phytoplankton abundance biomass and species composition in Australian waters,AB,24,1928,2015,-39.978763,129.903106,734,5536,2258,75604,0,55061562.15,Aug-16,Density,Weight,projID_sampleID_lat_long_year_month_day_depth
355,282,Terrestrial,Temperate,Prairie,TRUE,5.15E-06,"Temperate grasslands, savannas and shrublands",Terrestrial plants,plants,Plant Species Composition on Selected Watersheds at Konza Prairie,B,33,1983,2015,39.083333,-96.58333,324,44696,1,580983,1.00E-05,5.20E-06,Aug-16,NA,Cover,year_month_day_watershed_transect_plot
356,1,Terrestrial,Tropical,Tropical rainforest,FALSE,76285.3,"Tropical and subtropical grasslands, savannas and shrublands",Terrestrial plants,Trees ,Long-term stem inventory data from tropical rain forest plots in Australia,A,34,1971,2013,-17.03808,145.561207,478,258,20,14938,0.005,76285.3041,Aug-16,Count,NA,EPnumber_year_lat_long_altitude
357,23,Terrestrial,Temperate,Praire,FALSE,5.29E-06,"Temperate grasslands, savannas and shrublands",Mammals,Small mammal,Small Mammal Trapping Webs on the Central Plains Experimental Range,A,13,1994,2006,40.82889,-104.7582,10,506,1,1104,0.001,5.30E-06,Aug-16,Count,NA,year_month_day_night_veg_web
358,1,Terrestrial,Temperate,large pine plantatino in Nacogdeoches County. Texa,TRUE,4.70E-06,Temperate coniferous forest,Birds,Birds,Neotropical Migratory Bird Communities in a Developing Pine Plantation,A,16,1977,1992,31.58333,-94.81666,14,16,1,140,0.02,4.70E-06,Aug-16,Density,NA,lat_long_month_year
359,3,Marine,Temperate,Mixed,TRUE,2322.13,Temperate shelf and seas ecoregions,Fish,Fish,SBC LTER Reef Kelp Forest Community Dynamics Fish abundance,A,13,2000,2012,34.308906,-119.874156,61,487,9,3285,2.00E-06,2322.130273,Aug-16,Count,NA,lat_long_day_month_year
360,6,Terrestrial,Temperate,Forest,TRUE,6.60E-06,Temperate broadleaf and mixed forests,Birds,Bird,Bialowieza National Park bird assemblage,B,40,1975,2014,52.716667,24.26666,86,277,1,10061,0.25,30,Aug-16,NA,Weight,lat_long_year_plotID
361,1,Terrestrial,Temperate,Forest,FALSE,5.12E-06,Temperate broadleaf and mixed forests,Birds,Birds,A long-term bird population study in an Appalachian spruce forest,A,22,1962,1983,38.61,-79.83472,20,22,1,213,0.083,5.10E-06,Aug-16,Count,NA,lat_long_year
362,1926,Terrestrial,Tropical,savanna,FALSE,52.3439,"Tropical and subtropical grasslands, savannas and shrublands",Mammals,small mammals,Plant and small-mammal responses to large-herbivore exclusion in an African savanna,A,4,2009,2012,0.389236,36.891566,18,11052,81,30969,0.01,52.3438824,Aug-16,Count,NA,lat_long_site_block_treat_year_month_day_experiment
363,1,Terrestrial,Temperate,Forest,TRUE,9.82E-06,Tundra,Birds,birds,The 37-year dynamics of a subalpine bird community with special emphasis on the influence of environmental temperature and Epirrita autumnata cycles. ,A,37,1963,1999,65.968055,16.31666,35,37,1,636,0,9.80E-06,Aug-16,Count,NA,lat_long_year
364,1,Freshwater,Temperate,Tidal river,FALSE,5.14E-06,Large river ecosystems,Freshwater plants,submersed aquatic plants,Long-term reductions in anthropogenic nutrients link to improvements in Chesapeake Bay habitat,B,14,1990,2007,38.901,-77.069,14,14,1,196,0,115,Aug-16,NA,Cover,lat_long_year
365,151,Marine,Temperate,Tidal,FALSE,431.501,Temperate shelf and seas ecoregions,Fish,fish,Hahei marine dataset (1997-2002),A,6,1997,2002,-37.256487,176.325134,44,1477,120,6409,0.025,431.5010592,Aug-16,Count,NA,lat_long_date_site_plot
366,6,Terrestrial,Temperate,Mixed,FALSE,4.85E-06,Deserts and xeric shrublands,Mammals,rodents,Small Mammal Exclosure Study (SMES),A,25,1989,2013,34.35,-106.88,24,342,1,3389,0,4.80E-06,Aug-16,Count,NA,lat_long_plotID_year
367,284,Marine,Temperate,Tidal flats,FALSE,945362,Temperate shelf and seas ecoregions,Marine invertebrates,Benthos,Monitoring site 1000 Coastal zone research - Tidal flat survey,A,6,2008,2013,34.058009,134.978473,412,2059,444,7599,2.50E-07,945361.4689,Aug-16,Count,NA,site_year_month_day_area_quadrat_lat_long_fauna
368,1,Freshwater,Temperate,Lake,FALSE,4.91E-06,Small lake ecosystems,Freshwater invertebrates,Benthos,Monitoring site 1000 Land waters research- Lakes benthic animal research,A,2,2010,2011,35.3789,136.0966,12,2,1,20,2.25E-05,4.90E-06,Aug-16,Count,NA,year_month_day_sampleNo_lat_long_depth
369,4,Terrestrial,Temperate,Alpine,FALSE,0.367776,Temperate broadleaf and mixed forests,Terrestrial invertebrates,Beetles,Monitoring site 1000 Alpine research - Surface wandering beetles,A,6,2009,2014,36.1471,136.768267,29,29,3,158,0,0.367776,Aug-16,Count,NA,plotID_year_month_day
370,18,Marine,Temperate,Seaweed beds,FALSE,588257,Temperate shelf and seas ecoregions,Marine plants,Macroalgae,Monitoring site 1000 coastal zone research - Algae survey permanent quadrats,B,7,2008,2014,36.700797,137.260754,159,300,6,2917,4.00E-07,588256.6134,Aug-16,NA,Cover,site_quadrat_year_month_day_lat_long_depth
371,20,Marine,Temperate,Seaweed beds,FALSE,587891,Temperate shelf and seas ecoregions,Marine plants,Macroalgae,Monitoring site 1000 coastal zone research - Algae survey transects,B,7,2008,2014,36.7054,137.264584,168,431,6,2887,2.50E-05,587891.4115,Aug-16,NA,Cover,siteCode_year_month_day
372,2,Terrestrial,Temperate,Mixed,FALSE,1503780,Temperate broadleaf and mixed forests,Birds,Birds,Monitoring site 1000 Village survey - Bird survey data,A,9,2005,2013,34.952002,134.975315,219,1435,86,25195,0.1,1503776.691,Aug-16,Count,NA,siteCode_year_month_day
373,79,Terrestrial,Temperate,Mixed,FALSE,793326,Temperate broadleaf and mixed forests,Mammals,Mammals,Village survey Medium and large mammal survey data,A,8,2005,2012,37.071487,137.151876,25,18189,31,22347,1,793325.7975,Aug-16,Count,NA,surveyCode_siteCode_year_month_day
374,922,Marine,Temperate,Tidal flats,FALSE,1921490,Temperate shelf and seas ecoregions,Birds,Shorebirds,Monitoring site 1000 Shorebird Survey,A,11,2004,2014,35.961249,136.046062,70,13830,143,38674,0,1921486.656,Aug-16,Count,NA,siteCode_lat_long_year_month_day
375,239,Terrestrial,Temperate,Forest and grassland,FALSE,847042,Temperate coniferous forest,Terrestrial invertebrates,Beetles,Surface of the earth wandering beetles survey data,AB,11,2004,2014,36.244891,136.90659,424,4553,32,19937,5.00E-05,847042.0432,Aug-16,Count,Weight,plot_subplot_date
